"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/ART/Joanna/Niveau_Couloir/murs/M_sol.M_sol","49","13","13","1","13.477470","0","13"
"/Game/ART/Joanna/Building/facade-rough_Mat.facade-rough_Mat","49","46","48","1","73.976898","0","48"
"/Game/ART/Joanna/Building/facade-1209311_Mat.facade-1209311_Mat","49","46","48","1","0.000000","0","48"
"/Game/ART/Joanna/Niveau_Couloir/fenetre/M_Window1.M_Window1","49","13","13","1","0.000000","0","13"
"/Game/ART/Joanna/Skatepark/tags/Bleurfonc?1.Bleurfonc?1","49","13","13","1","0.000000","0","13"
"/Game/ART/Joanna/Niveau_Couloir/murs/Mur_Droite.Mur_Droite","49","13","13","1","15.012310","0","13"
"/Game/ART/Joanna/Niveau_Couloir/ivy_leaves/M_IvyLeaves.M_IvyLeaves","49","13","13","1","14.256630","0","13"
"/Game/ART/Joanna/Skatepark/tags/vert2.vert2","49","13","13","1","0.000000","0","13"
"/Game/ART/Joanna/Decals/concrete_ground.concrete_ground","49","13","13","1","10.740717","0","13"
"/Game/ART/Joanna/Niveau_Couloir/porte/M_Door2.M_Door2","49","13","13","1","0.000000","0","13"
"/Game/ART/Joanna/Niveau_Couloir/murs/Mur-WallBlankbis.Mur-WallBlankbis","49","13","13","1","15.045280","0","13"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","25","25","1","4.132416","134","251"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","156","166","6","186.675995","0","166"
"/Fab/Materials/Standard/M_MS_Foliage.M_MS_Foliage","49","84","92","4","137.238876","168","460"
"/Fab/Materials/Standard/M_MS_Billboard.M_MS_Billboard","49","63","69","3","36.900478","126","345"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","202","212","6","445.297058","0","212"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","54","54","2","166.602127","0","54"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","7","7","1","2.902528","0","7"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","7","7","1","3.221310","0","7"
"/Game/ART/Alex/VFXTEST/Knife_light/Materials/Master/M_residue.M_residue","49","21","21","1","19.191822","0","21"
"/Game/ART/Alex/VFXTEST/Knife_light/Materials/Master/M_height_light.M_height_light","49","17","17","1","16.829369","0","17"
"/InterchangeAssets/gltf/M_Default.M_Default","49","164","182","6","184.188339","0","182"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","164","182","6","181.208298","0","182"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","156","166","6","177.336777","0","166"
